LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_AMT1,BILL_AMT1,PAY_1,PAY_AMT2,BILL_AMT2,PAY_2,PAY_AMT3,BILL_AMT3,PAY_3,PAY_AMT4,BILL_AMT4,PAY_4,PAY_AMT5,BILL_AMT5,PAY_5,PAY_AMT6,BILL_AMT6,PAY_6,default
30816,1,5,2,46,1807,29240,2,4744,74086,0,2683,16563,1,2156,13591,1,7708,66271,2,3059,58201,3,0
27970,1,2,3,40,5088,-2954,3,1679,87996,0,2357,73892,3,2560,66992,3,13670,-27966,1,6073,32967,0,0
361230,2,1,2,45,4902,67499,6,795,53003,6,872,23839,0,10822,9383,0,3997,49583,7,6226,13986,-1,1
49938,1,3,2,21,4543,45010,5,452,47313,5,8137,37356,1,4483,29171,3,826,20814,1,2527,37863,2,1
222605,2,5,2,29,868,30731,6,1383,15653,3,2398,50224,0,6467,21554,-1,6182,85083,7,2728,30079,2,1
99733,2,3,1,25,5033,13554,-1,6669,78186,0,5893,24401,0,1697,67076,1,2638,94614,0,4305,42449,4,0
158382,1,3,1,47,2812,15390,2,9100,44308,0,1782,61618,2,22961,9852,4,3788,40613,-1,5665,91113,2,0
69843,2,2,1,31,93,48285,0,9892,34218,2,7947,26763,3,1647,56503,1,4928,32691,0,381,25041,0,0
86015,1,1,2,43,3880,17851,0,1574,47750,0,556,56612,2,865,43943,7,6320,41360,-1,5174,54909,5,0
67829,2,4,1,40,22672,42080,3,5408,27272,1,4904,61354,3,7529,15045,2,5105,27567,2,3589,33438,5,1
21721,1,1,1,26,2151,80858,1,1309,-6753,2,8240,51568,2,9134,32968,3,1325,24111,0,193,32207,6,1
128176,2,3,1,29,16842,33048,5,4874,51436,1,5397,54168,3,2502,36348,1,6894,44691,3,307,65116,2,1
32957,1,5,1,47,505,20771,-1,10911,66849,1,5955,90617,8,3894,51699,1,8234,52475,1,1111,43635,4,0
2461,1,2,2,27,6592,47640,3,208,51138,0,3732,48330,-1,2673,27100,-1,192,42665,0,2197,72247,0,1
103696,2,3,3,36,607,15484,0,21074,39858,3,4093,42196,1,1740,52628,0,1841,45802,2,7151,38970,1,0
19493,2,1,2,27,1598,74399,0,8774,40265,2,340,46724,0,8393,40975,1,19037,27348,-1,1889,67312,0,0
282108,1,3,2,31,4229,68072,1,7170,43445,2,1443,65426,1,7074,49024,2,978,21323,0,7206,33306,0,0
307756,2,2,2,34,4492,36716,0,5877,42833,0,6399,86585,1,3321,22375,8,1009,21128,3,3443,26296,3,1
246350,2,4,1,27,7462,22054,1,7354,38785,3,14540,36670,2,3039,35177,4,4474,55439,2,1174,48753,2,0
46228,2,2,1,25,4776,31484,6,26102,40506,7,3902,21752,1,993,42204,3,2063,41592,3,7502,42364,5,1
1557,1,3,2,37,4502,34086,2,7352,71100,2,6465,63250,0,5070,41632,0,5351,44030,1,6404,13245,3,1
263552,1,3,1,26,12172,47671,0,2166,49445,1,5753,12738,-1,12863,39208,1,1523,46826,1,183,43981,0,0
55893,2,2,1,26,3008,60792,0,4758,42102,3,36963,45155,-1,6344,81845,0,2775,38843,1,6639,24767,4,0
340084,2,4,2,25,1276,19269,1,2054,53184,2,7923,46092,0,3528,51485,1,32291,42169,6,5521,56337,-1,0
331373,1,2,1,34,882,60218,1,17543,53185,4,4939,37853,1,197,54549,-1,2337,65916,6,2353,26723,-1,0
191738,2,3,1,44,2554,52353,2,11519,58919,2,611,39029,1,13316,44937,1,450,55538,-1,4962,32721,0,0
34877,1,2,1,50,6237,29844,0,4192,24861,3,2252,6950,0,1841,50665,1,6782,36552,7,821,19500,3,0
48629,2,3,1,27,217,18265,3,7599,30389,2,1443,22634,3,1783,43972,0,4440,30556,4,4430,60088,5,1
190472,2,2,1,56,690,42324,-1,12022,23728,-1,9609,58741,2,3170,76355,3,2940,60545,2,947,48551,2,0
38114,2,3,1,24,560,18808,1,1395,55334,1,2954,-825,0,2803,38798,2,11969,46655,0,598,85527,5,0
18571,1,2,2,45,4400,60473,2,4331,54357,-1,3831,38280,3,16397,56626,0,792,33840,1,1120,65204,2,0
81373,1,4,2,27,1391,17522,0,3286,14535,1,16736,33748,8,901,81706,8,3364,14173,3,646,31174,6,1
275129,1,2,1,26,909,50954,3,7383,47816,2,9060,151,0,5841,53060,1,1064,73880,0,660,8984,1,0
119082,1,4,2,27,4491,38387,2,2382,67444,1,7798,73847,0,564,34309,-1,435,17459,2,10739,27448,8,0
84411,2,4,1,34,7162,28787,2,6171,35293,-1,767,19394,8,1621,25319,0,2920,45688,0,11468,36852,0,0
10222,2,2,1,40,2018,37943,1,2579,46279,0,115,50978,0,6403,30088,8,14720,76504,0,6622,3955,0,0
95453,1,3,1,41,4316,61599,5,588,54609,-1,670,30622,-1,8149,47834,5,6401,33175,-1,7622,23012,0,0
461056,2,1,2,25,516,16154,2,566,13588,3,6740,23102,1,3164,75685,0,1336,39090,7,2232,60318,0,0
15092,2,2,1,25,13681,31756,0,633,43039,3,2644,35280,1,7787,52072,4,3105,57074,0,3926,22821,1,0
73049,1,4,2,25,2054,24965,0,165,65442,3,624,32872,-1,13676,32268,2,7983,16137,3,8429,22521,1,0
209860,2,3,2,33,29968,39227,-1,3806,28135,-1,6716,36265,0,13727,33901,-1,1087,6603,1,3358,50368,3,0
135003,2,3,2,32,19218,26306,0,5572,56649,-1,1081,24260,1,2096,37011,3,1138,32857,3,6677,29165,0,0
119407,1,2,2,25,7543,4638,8,677,40543,5,4446,19720,3,1870,13187,1,998,41614,1,2753,40240,5,1
121228,2,2,3,37,101,18897,1,4731,26509,0,6765,60089,2,6481,30845,0,4675,41387,8,2125,47846,3,0
44549,2,2,1,57,3920,72755,4,4553,38069,2,4683,40138,5,5307,29968,0,146,68344,2,9382,27629,2,1
34756,2,4,1,29,454,44934,0,795,29477,3,25285,38793,0,2490,95562,1,4429,21081,2,2022,55434,8,1
165737,1,3,2,30,11275,44247,1,2588,22233,1,2847,22170,0,1298,58537,2,8725,37125,5,3227,53817,-1,0
166132,1,4,2,40,7794,34347,7,7035,34913,1,1868,71487,1,4817,18538,2,7631,70145,0,572,46503,8,1
201795,2,2,1,29,17938,38967,-1,84,41368,0,1123,38251,-1,2812,8615,0,5495,34443,0,3565,70225,0,0
244461,2,2,1,41,4687,31403,1,794,36678,5,3503,2085,0,708,13879,2,1239,79739,2,4653,57584,-1,0
71609,2,2,1,27,3692,50538,5,27397,34692,0,9568,45516,0,5097,68272,0,8475,35314,0,2476,34556,1,0
69618,1,1,1,53,3659,42016,6,6612,44519,0,14679,24716,-1,5981,13019,8,15787,26119,3,5202,24754,2,1
160094,1,2,1,38,2442,16574,3,3119,50628,1,17887,58216,1,2264,72194,1,1015,39216,1,2911,43099,0,0
104971,1,4,3,28,3162,45074,4,4968,17118,0,3789,60768,5,8917,44794,-1,12057,45191,3,2778,38616,1,0
121055,2,4,2,29,5044,-9174,2,9361,34952,2,4647,58458,-1,382,35080,1,9586,31769,8,2746,38824,0,0
158861,2,3,1,29,13511,48277,0,9235,529,1,4355,30771,2,3425,17107,1,19383,47962,8,9815,28812,-1,0
220732,2,3,2,48,4530,11812,2,1963,36756,0,3136,37742,4,15655,65276,-1,1922,37016,1,6503,40820,4,0
41248,2,1,2,22,9728,38078,8,3379,43010,-1,825,44972,0,1056,50924,-1,13595,65389,0,3050,71244,0,0
47093,2,4,1,28,9930,16107,1,5081,51395,0,338,57853,5,945,58002,8,989,50157,2,5090,53776,0,1
9869,1,1,1,29,3657,40056,0,373,43082,0,2869,19244,3,2379,34549,0,962,40215,2,8678,42741,0,0
86341,2,5,2,34,2134,51565,1,14575,50963,0,1030,41868,0,1560,53332,0,565,33669,0,3043,64759,-1,0
3660,2,3,2,32,5102,70056,2,2834,41304,3,10886,77358,5,1252,69632,1,2791,56056,0,9299,54541,-1,1
62660,2,2,1,21,2951,9172,0,2317,26489,-1,7171,29292,3,14962,51905,-1,61,40623,0,974,33457,1,0
78229,1,5,3,31,424,59509,2,11881,17681,0,4816,39478,0,2114,18885,-1,2401,30950,5,4493,38938,0,0
33763,2,1,1,34,2372,42623,1,629,34739,0,242,92269,3,308,50398,0,4916,25537,0,2232,58016,2,0
89363,1,3,1,28,25640,30986,2,200,24674,1,4867,35175,1,11502,55095,3,407,53987,0,522,44787,1,0
3097,1,3,1,41,248,55197,0,5775,37605,3,4852,9224,3,2973,73537,0,8531,30567,2,11116,48524,-1,1
3806,1,2,1,44,5964,35281,0,2430,30162,5,2892,38852,2,6657,51699,1,1731,34001,1,3363,14930,1,1
172935,1,3,2,34,9200,54350,2,7229,48381,1,5361,73458,0,2289,62030,0,237,51065,0,3888,29472,2,0
44658,1,3,3,37,5230,20154,1,355,40979,0,9756,61134,2,13679,52325,1,2346,61417,0,3644,38851,1,0
13588,2,4,1,21,4216,27340,0,2420,48949,0,7093,20406,2,1696,12900,1,745,51903,1,3912,62633,0,0
73865,2,1,3,30,6147,58872,0,1341,48847,0,3206,48307,3,5434,56587,1,7930,57055,7,4408,77817,-1,0
146964,1,5,2,45,2804,69708,0,6727,36406,3,1520,36483,3,8696,42399,1,2032,54191,0,10260,21990,1,0
24311,1,2,1,30,479,39299,1,1288,37633,2,3248,56240,2,1358,79939,2,622,40166,0,14758,27579,2,0
97521,1,2,2,27,16400,-15745,8,3061,50032,0,14591,27692,8,8085,11214,3,3022,47891,8,4829,48942,-1,1
8921,2,2,1,57,2830,36019,3,8542,88918,3,8573,49890,3,7857,17357,0,3007,76517,1,2357,82537,5,1
5306,2,1,2,53,5473,40648,4,12348,20217,4,137,78205,5,16652,54507,1,1612,36081,0,3618,20075,0,1
75790,1,2,1,39,3789,35344,1,6411,40835,4,7638,-12247,0,12807,70232,4,1980,18151,2,6068,744,0,0
77791,2,6,2,46,281,46726,1,2803,16085,0,935,51857,0,2460,37594,0,7323,-10527,3,3766,43282,0,0
101453,2,2,1,21,15261,30461,0,4242,39581,0,4232,66381,0,4464,37700,8,5090,78711,2,1509,13019,4,0
129496,1,2,2,27,7864,56777,2,5850,26518,0,8212,8873,1,12970,44142,3,1208,79616,0,4669,51351,6,0
372355,1,2,2,30,807,16665,1,10394,37601,1,4119,25588,7,21,30317,0,14800,20182,0,10982,55624,4,0
72629,2,4,1,32,19990,64736,2,10971,43106,1,2586,32125,-1,4935,59750,0,1817,65719,4,563,35596,3,0
39001,2,4,1,30,6676,71001,1,13366,30212,4,1937,25381,1,1212,30347,0,3811,60650,0,367,31007,0,0
158565,2,2,1,21,3196,21738,0,8322,4324,0,1819,23883,0,6711,54006,0,4232,52824,3,18456,25752,2,0
31585,1,1,2,38,4725,21728,0,793,68510,2,9083,32505,3,7959,13534,1,1201,50063,-1,8130,41299,0,0
57798,1,2,1,40,564,48213,3,6884,56785,3,8716,57033,-1,6240,74370,-1,1721,25107,1,2659,13634,0,0
8170,1,1,2,51,4109,16255,0,8425,37388,0,8668,69753,1,27705,-2407,-1,3276,42586,8,146,30787,0,0
2567,2,2,1,27,382,30147,0,10513,22105,0,1661,66053,0,3262,18734,8,1480,46959,2,13562,25393,1,1
328737,2,3,1,26,3935,62050,5,12939,41700,2,8020,59876,-1,4120,85068,0,1823,41394,0,7904,45525,3,0
180776,1,2,1,21,4022,54752,2,3558,47219,2,186,76642,0,2629,42020,3,4748,38905,2,4675,46969,2,0
119064,2,3,1,32,10374,79603,0,5322,55400,7,1156,80626,3,18245,26803,2,6616,66007,0,7857,68196,0,0
52585,1,2,2,44,6455,43415,0,47,57244,3,3612,43321,0,12803,14457,1,8071,60313,6,4950,20404,2,0
19030,2,5,3,28,1435,27783,0,4252,61013,3,2610,68619,8,21576,31278,2,648,57484,0,5600,33087,2,1
17012,1,5,1,56,10965,41024,1,3204,5182,2,593,48478,-1,20962,45795,-1,6677,58647,0,11748,58711,1,0
28800,2,3,2,32,4257,36988,3,16391,33907,0,213,35675,0,11290,49733,3,13773,44586,2,2609,49476,0,0
79679,2,2,1,36,4661,37268,0,11599,59862,3,4723,39004,3,13359,46445,4,4346,63319,3,3755,26790,-1,0
125384,1,2,2,21,925,39523,4,7987,21527,6,1880,60250,0,638,4275,0,4640,16037,1,7595,13543,-1,0
107939,1,3,1,37,9751,21364,0,293,64385,0,80,69311,1,952,42778,0,15541,41391,0,1579,77006,7,0
32841,1,4,2,21,13365,45644,0,2571,76207,0,2818,51609,0,10822,46779,0,10179,54160,1,4599,8146,4,0
309810,1,3,3,41,7458,11826,8,5954,63825,1,1831,32079,2,6487,46972,4,4078,50868,0,2153,15040,0,1
133901,1,4,1,42,14130,25663,0,150,53231,7,4297,30210,0,10396,40589,3,7258,47487,-1,260,43741,0,0
80823,2,5,2,48,1799,37622,4,1344,31049,-1,13283,2934,3,7349,15420,1,997,58541,5,839,59217,0,0
94603,1,2,1,24,9870,-5191,2,10924,45632,2,1839,47218,1,751,21569,0,2664,68820,1,602,22460,1,0
54403,1,3,1,36,3355,55379,-1,695,13078,3,29278,45857,1,12418,64261,1,6283,18729,1,3980,53644,-1,0
28466,1,1,1,40,895,-1063,1,263,24377,3,449,19107,6,7375,24486,1,1702,46007,2,638,19812,4,1
44001,1,2,1,39,5525,53391,1,4344,25783,1,462,49462,3,4229,25559,1,3024,25553,1,3911,56022,3,0
141818,1,3,1,26,5761,14143,6,14637,41239,5,6240,49126,2,3800,34074,0,948,61400,1,6619,56263,1,1
1449,2,2,1,21,1690,31901,1,8997,32156,0,6904,10325,4,4264,15667,-1,11404,54479,3,4999,22444,4,1
12338,1,4,1,38,139,50382,1,18399,45231,0,2748,33565,-1,2474,52676,3,11300,20593,1,6913,57558,1,0
4709,1,2,1,33,1114,83962,0,7002,57556,0,1684,68180,2,8128,14630,0,3253,39866,5,3380,20381,-1,1
4158,1,3,2,29,2552,42329,2,2875,25805,-1,7899,27336,0,11985,61680,1,1065,9977,0,6700,-9613,1,0
193420,2,3,3,42,916,347,0,14651,42972,0,15645,40352,0,1457,13104,0,5684,58997,-1,7840,37054,1,0
121624,2,3,1,34,1078,59073,-1,2781,31680,0,22977,43209,-1,193,34408,0,1201,29283,0,1443,47714,2,0
64278,1,2,1,21,2482,35361,8,2154,43803,2,5031,39473,4,1134,46875,-1,1297,17395,3,9706,55178,0,1
10295,1,4,1,21,16322,41398,0,2972,53723,1,6737,53774,2,7080,55811,0,17886,33087,5,13767,61469,0,0
67651,2,3,2,23,7224,51157,0,8409,58424,2,8636,58704,0,10139,35499,1,524,51677,-1,6570,19202,6,0
64145,2,3,2,58,1926,-4507,2,12486,53406,0,8019,65291,0,2142,25945,3,2384,45737,5,17752,39778,5,0
19019,2,1,1,42,15141,40130,3,2213,48279,0,25097,33730,1,826,68380,0,4046,30217,6,334,31171,5,1
56889,1,3,1,36,5187,31806,-1,3101,11595,0,8315,50477,1,9778,43629,-1,570,37901,3,813,39746,1,0
50833,1,4,1,33,3038,64436,0,11429,18374,0,5432,56796,1,1208,36586,3,198,34164,3,11655,86016,2,0
95672,2,3,1,32,3158,54542,-1,240,23516,0,2359,37633,1,1384,3627,0,3908,21318,-1,156,36169,6,0
100811,1,4,3,46,2644,7459,-1,7659,47172,0,4556,25616,2,485,43831,5,608,2686,0,4434,20395,7,0
4636,2,3,2,30,1326,65252,2,3027,14179,1,10616,42871,4,12057,39900,7,1446,39871,0,1565,34886,0,1
46938,2,2,1,40,2443,48990,1,2362,46750,0,1822,27885,0,1977,12882,4,3438,51700,1,3035,56909,0,0
98312,2,1,2,31,3752,9055,2,2961,45289,0,155,25915,4,942,24377,0,2134,39681,2,2441,49694,1,0
69943,1,2,1,54,3754,41115,1,2712,1286,-1,1981,44402,0,15357,41867,0,6198,80994,5,1042,60806,4,0
194134,2,3,1,42,7171,60696,3,7065,18247,4,16123,36233,0,2043,49347,3,16410,28084,1,4407,76968,1,0
107497,2,4,2,47,2222,15719,1,13151,60877,0,7901,43510,0,6881,19632,1,6995,39162,1,1131,76116,3,0
17785,1,2,2,29,6307,67551,5,3381,53948,0,1035,8975,0,1309,19823,0,58706,49721,-1,2614,23946,1,0
7318,2,3,1,45,4314,9747,1,8940,22992,0,60,36489,8,6488,42313,0,2462,48814,8,7357,54986,3,1
102839,1,3,1,31,16330,24175,3,6582,19302,3,5529,-5205,0,1320,23175,1,1820,34882,6,5534,5024,0,0
2686,2,3,2,36,2432,21142,1,2007,-9006,1,4325,19090,2,5076,35986,4,1195,38915,-1,5243,61835,3,1
88134,1,2,2,51,11574,67538,1,4425,69425,0,433,38221,2,2906,75506,2,10808,38333,1,3467,9033,3,0
281725,2,2,1,24,8591,30179,3,5495,40821,2,16906,64262,1,8015,39146,2,2470,53665,0,1045,9125,0,0
85678,2,2,1,37,5075,16743,0,118,77674,1,4808,50737,0,6551,60454,2,6205,26101,1,2947,36207,4,0
49130,2,1,1,39,5314,48904,1,2520,36166,-1,5270,41805,1,13704,15089,3,5616,-8674,2,3172,58623,0,0
103082,2,2,3,40,442,53223,2,24557,45651,0,9606,32465,1,2363,24643,5,293,33137,1,1133,21219,3,0
61295,2,1,2,30,15001,53350,3,5070,57825,8,2055,34988,7,7018,24218,0,10586,73756,1,4600,29413,4,1
78881,1,3,1,55,565,34573,1,2034,72776,1,4085,66115,1,17343,17921,8,3332,56025,0,3598,23301,3,0
283812,1,2,2,22,4141,45090,1,1438,50020,1,4292,17873,7,2049,4631,0,1265,8627,-1,1981,42955,0,0
48792,2,6,2,49,2002,26995,0,1175,40048,0,17110,25489,1,1712,43861,0,19336,53501,3,1161,58435,-1,0
324909,2,2,1,47,2809,73496,5,2567,40559,3,704,61335,0,7327,47737,1,6995,44168,0,767,40346,-1,0
235757,2,2,1,54,4710,62884,0,1073,19083,0,7112,33121,0,2948,21086,0,4795,32501,4,10629,27586,-1,0
21789,1,2,2,21,11976,61659,3,726,32362,0,4280,78781,3,2542,25096,0,22273,18437,6,13994,70678,1,1
7188,1,1,2,26,3058,55882,-1,2263,41024,1,9333,53813,1,3944,41559,7,7064,23728,-1,8544,60365,0,0
10622,2,4,2,49,22002,50394,0,4669,67637,1,8917,63099,-1,13707,40416,0,645,28801,2,4507,24336,4,0
1838,1,1,2,21,4492,15112,0,791,31399,8,60,7487,-1,437,60661,8,23635,76705,3,16306,22132,0,1
9920,2,5,1,21,875,52666,2,226,61253,0,1481,61188,0,3133,62674,2,4551,52802,2,3148,31877,2,0
114887,2,4,1,30,1053,42285,0,176,38363,1,997,23012,1,583,26633,7,1779,25808,0,228,59606,5,0
7384,2,3,3,36,6295,65267,-1,1555,64871,0,3096,54315,3,10753,38647,4,8505,29159,0,2338,-11820,7,1
38415,1,3,1,50,258,56148,0,1054,53534,2,11784,32725,1,734,19983,2,245,39251,1,986,66190,4,0
186352,2,3,2,33,3272,51007,0,3874,52183,0,25,44456,2,469,70044,1,5311,31336,0,5880,32839,0,0
2354,2,2,2,28,802,6315,0,3041,59576,2,3349,17875,2,16587,45326,8,867,40313,4,1754,15514,1,1
168453,2,3,2,38,2838,38219,0,1963,56663,0,10805,5588,1,4143,59875,1,458,37085,-1,3169,42836,0,0
33108,1,1,1,39,6929,28842,3,8965,61276,1,13032,43011,0,8740,32734,0,2184,41945,0,13619,45625,1,0
12575,1,1,2,39,3069,45047,1,3515,82635,1,5354,34124,4,3176,60415,8,2203,33,2,24474,57416,0,1
119315,1,3,2,33,892,31689,1,479,72337,0,8852,22124,0,2860,54887,0,4588,56005,2,3828,62933,0,0
99139,2,3,2,21,1451,34481,7,1753,49328,1,1958,6359,0,12129,65578,-1,4167,28797,2,1610,46918,1,0
209941,1,4,1,25,2290,49180,1,18122,31165,0,1684,-13501,0,22962,13123,2,5822,58136,0,2894,50116,0,0
132829,2,2,1,49,360,31357,5,18856,47328,3,251,50471,-1,4818,41495,1,956,83921,0,10410,41285,0,0
162699,1,4,1,36,4389,42431,0,1469,1476,1,3497,34898,1,12516,61950,0,10234,10946,1,1359,53300,0,0
33133,2,2,1,31,4676,9611,1,915,56579,5,3042,27922,0,9928,21286,2,9783,41968,0,323,27792,1,0
19533,1,2,1,46,320,23351,0,3422,18799,0,2325,44256,1,3926,50437,-1,1218,31598,0,8517,32161,1,0
138875,2,2,3,23,2573,53120,1,3283,62449,0,601,60288,1,14159,51426,2,3208,47896,2,3774,8656,0,0
164420,1,3,2,32,2672,15396,1,2639,79605,0,1311,45391,1,1178,54020,1,3347,-2146,1,11361,73023,4,0
465700,1,2,2,36,2030,64914,0,3768,10981,0,1138,31137,0,10807,46674,1,12706,32835,7,5781,27374,2,0
53207,1,3,2,30,4079,59487,3,1321,38993,0,14409,82649,3,1850,52352,5,11802,23627,1,180,61510,3,1
46524,2,4,1,36,2122,34635,1,610,18711,0,16975,27284,1,154,48654,3,349,72540,0,7739,65175,1,0
149795,1,3,3,33,2692,99974,-1,4225,5433,4,17,11807,0,7734,63698,1,15853,77186,0,1058,9088,0,0
41673,1,3,1,21,7985,64862,1,13485,37873,1,934,41996,5,13297,25646,1,355,34277,0,677,42730,0,0
267013,1,4,1,36,884,21014,3,741,52703,1,10981,34888,0,1221,46808,3,3987,17054,-1,4132,53128,0,0
195483,1,4,1,21,4826,54923,0,6100,55088,3,195,58941,2,3818,64375,1,1866,23228,1,2905,28972,3,0
56035,2,3,2,36,3521,41317,-1,2880,43078,0,14363,29474,2,6918,24325,2,2475,40781,7,1795,12653,3,0
138978,1,2,2,48,1819,24465,3,1740,6715,4,2390,36696,-1,2014,26177,1,4927,11973,3,4441,69671,0,0
140463,2,4,1,32,6501,18601,8,9590,42467,1,3868,22684,5,794,50487,1,4383,50381,0,6797,52964,3,1
10883,2,3,2,23,4005,59897,-1,3048,10149,0,7215,56153,0,2489,67641,8,916,36074,3,3399,40826,3,1
232844,2,2,1,33,3244,28041,6,4377,11460,3,1397,42871,2,3049,37314,-1,17496,47126,6,7758,19079,2,1
70370,2,2,1,26,5508,37962,0,2926,20063,1,530,34496,0,6778,41910,1,145,47887,2,2711,19703,2,0
175133,1,4,2,40,8104,21579,6,423,60996,2,8302,37000,1,1107,47277,6,2103,67588,1,3454,43347,5,1
38573,2,1,2,33,17998,25036,2,4518,50905,4,20875,39573,8,8440,30264,5,8081,52700,0,3930,30695,1,1
225879,2,6,2,52,4962,37461,4,2713,46451,4,5376,11252,2,3487,83874,2,9516,45859,-1,1895,44382,3,0
49298,2,2,2,46,10374,47763,3,453,22747,4,8721,63254,0,11711,21507,1,7979,44984,0,2258,47459,7,1
1089,2,4,2,33,5,-11767,-1,4529,32244,1,14177,62080,1,4171,41800,2,2330,434,2,3582,30975,0,0
235790,1,2,2,42,3777,40338,-1,49,12597,2,1297,40813,2,2960,42122,0,5595,43593,0,10743,73871,1,0
9572,1,3,2,31,1208,25077,1,1169,67286,0,2157,38676,1,1689,-3767,1,7225,52242,1,3996,24895,2,0
38465,2,4,2,35,494,68047,0,7595,83945,3,1236,20066,5,561,23153,1,4313,37575,1,575,21021,1,0
299697,2,3,3,31,3796,98855,1,193,51131,0,318,74546,4,2323,12956,-1,5681,73296,2,6564,48396,0,0
300794,2,3,3,42,6868,32814,7,5201,54635,1,6588,69709,0,2668,54405,4,4032,10292,-1,3631,49632,2,0
85199,1,1,1,49,2657,5555,0,14949,36820,4,787,47887,3,4199,6135,1,282,25202,8,2549,19969,3,1
99923,1,1,2,42,5544,42337,1,938,7610,3,486,56400,6,9825,58837,4,1596,27295,2,5878,33135,-1,1
59501,1,2,1,44,3363,35891,0,2698,23120,7,2212,64609,0,3116,16404,0,6064,40185,2,912,9191,0,0
34702,1,3,1,44,2873,79427,2,4284,30692,0,312,60549,0,1886,59230,1,1382,27070,-1,7693,28699,8,0
39848,1,2,2,40,1714,73331,0,2992,32294,0,989,22876,-1,10328,12070,0,3039,15189,-1,6300,56057,4,0
111632,2,2,1,23,2411,57307,0,4842,27692,5,362,33777,0,6619,48480,2,3824,32884,2,1025,14121,8,1
139583,1,3,2,52,2152,28266,4,2588,40955,1,10489,49363,7,1833,58702,1,5558,60295,0,9366,18172,2,1
156819,1,3,2,53,5194,53555,3,803,22996,4,7564,44066,0,913,51462,5,1499,55083,4,1070,23420,1,1
155883,2,4,1,32,616,45300,3,466,83354,2,9813,55061,0,1719,15577,1,4521,26101,2,5657,62815,-1,0
9563,1,2,1,31,486,44826,3,6821,12692,4,10137,52874,0,659,62595,2,4538,32533,-1,2293,59991,0,0
68204,1,1,3,41,5394,8835,1,1363,57746,2,14457,44939,0,11686,50915,2,9322,24447,2,7045,-1950,1,0
5928,1,5,1,40,3951,61235,2,9401,34762,3,1032,-12074,1,4730,-7157,0,4015,14770,3,298,4263,0,1
79746,2,2,1,32,2812,42156,0,6793,49255,0,11513,63456,2,9957,42213,4,1748,48539,3,1437,41767,0,0
58255,1,4,1,22,826,37983,0,253,50162,7,3722,56780,1,8584,96674,0,3698,14377,1,3179,7843,0,0
218661,2,4,2,38,2646,27996,0,1123,43140,0,908,81384,-1,831,62329,2,567,53257,1,6270,64142,1,0
43219,2,4,2,40,7796,24127,0,1726,17332,-1,5332,30450,3,2925,30019,2,4679,76372,2,4778,-3987,1,0
12450,1,2,2,42,11019,46345,0,4512,33359,1,1980,3141,6,17889,50880,1,12392,47513,4,15399,24962,2,1
15430,1,4,1,38,6062,5016,0,8299,43381,2,237,36391,1,1331,32143,0,3773,52455,3,4093,44157,1,0
143343,1,4,2,32,308,55789,1,311,42128,2,409,49133,0,257,60291,1,1727,51885,1,1796,69469,-1,0
96290,1,3,2,44,5549,18917,0,1435,19537,0,2755,31159,0,2123,23715,0,2600,30226,2,2842,39915,5,0
10660,2,2,1,35,1378,-1173,2,2359,65824,3,8757,67435,0,3576,64171,0,11606,47399,2,392,46329,3,0
8785,1,2,2,30,1893,76437,1,1012,-9871,3,1862,26797,2,287,58408,1,8385,46247,1,621,43549,2,1
120720,2,2,2,33,1089,22838,5,3940,34997,2,7264,37982,3,2781,52852,2,8127,27482,5,3644,58812,4,1
7554,2,3,2,21,7475,25556,-1,3250,21573,0,286,35080,0,1461,81416,2,4151,-10326,2,18584,46157,4,0
172518,2,3,1,33,5229,62690,2,1902,43643,2,2502,95486,0,1192,60116,1,2524,19041,0,1402,54754,0,0
122499,2,2,1,41,4731,77088,2,3637,60334,4,681,21878,1,1531,60431,0,710,21158,8,7507,55150,0,1
8484,2,3,1,38,5512,9339,7,2198,11860,5,9958,51674,0,556,62528,3,18568,50020,6,2283,61791,-1,1
8865,1,2,1,50,1350,20876,0,2101,87072,-1,17200,15975,5,398,54275,2,986,10421,3,161,-3467,1,0
431545,2,3,2,32,2940,22346,0,1542,44036,0,1969,46859,2,4529,49283,3,1452,77418,-1,894,9575,2,0
46883,2,5,1,39,5015,58696,0,3887,47634,-1,22487,20910,1,14766,26454,0,7225,72584,2,4858,53532,0,0
46305,1,2,2,42,5061,72782,0,2935,11204,1,6977,61998,0,8167,26729,5,2159,61043,-1,1300,79273,1,0
167557,1,2,1,58,7847,18394,1,1092,39068,1,6,58162,3,8975,48641,0,4383,29798,-1,9533,46504,3,0
294216,2,2,1,36,1692,68294,3,65,59433,1,3320,45430,1,6641,52184,0,7169,-1571,0,2285,34844,2,0
426877,2,3,2,24,7355,25819,0,818,44198,2,8981,12171,3,15615,40356,1,4061,56643,0,1278,59707,1,0
139989,1,4,1,43,2900,46722,0,218,42803,0,3816,38935,-1,15034,30368,8,3373,25042,1,7545,66428,1,0
47202,2,5,2,53,5545,14570,0,2824,38962,0,3992,33917,0,7532,37277,0,260,55750,0,864,53470,0,0
8719,1,2,1,31,3041,37561,0,1275,12439,0,2968,56607,2,6292,38943,3,3343,52024,0,15264,39287,1,0
150124,1,6,1,43,14841,37777,5,2727,12325,-1,2512,21950,1,1821,45501,-1,3035,31199,2,1357,40989,0,0
81736,2,1,2,47,988,33696,4,1998,63386,3,138,63101,0,477,35556,0,10622,15596,1,8444,45261,2,0
